RowID,Date Marked Complete,UDOT Region,Person Working Title,UDOT Unit,Construction Site Stormwater Runoff Control,Long-Term Stormwater Management,Pollution Prevention and Good Housekeeping,Stormwater Pollution Prevention and IDDE,Progress,Stormwater Pollution Prevention and IDDE-,Long-Term Stormwater Management-,Pollution Prevention and Good Housekeeping-,Construction Site Stormwater Runoff Control-
5720733,07/03/2018 12:00:00 AM,Complex,Port Of Entry Agent III,8144 - POE Echo,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4106916,09/05/2018 12:00:00 AM,Region 2,Transportation Technician I,2432 - Murray,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5349429,07/02/2018 12:00:00 AM,Region 2,Transportation Technician III,2432 - Murray,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5570019,08/09/2018 12:00:00 AM,Complex,TRAINER III - AGENCY TRAINER,8115 - Learning & Development,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5134104,07/09/2018 12:00:00 AM,Region 1,Construction Transportation Technician III,1752 - Wellsville,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3889971,07/05/2018 12:00:00 AM,Complex,Motor Carrier Investigator,8160 - Motor Carriers,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3717792,08/06/2018 12:00:00 AM,Complex,Udot Library Tech I,8214 - Research,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
2919834,07/20/2018 12:00:00 AM,Region 4,Resident Engineer,4765 - R4 Crew 5,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4997376,07/14/2018 12:00:00 AM,Region 2,Transportation Technician I,2421 - Wendover,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5589945,06/30/2018 12:00:00 AM,Region 4,Transportation Technician II,4481 - Cove Fort,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5603526,07/26/2018 12:00:00 AM,Region 1,Land Surveyor,1209 - ROW Unit,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
2989683,07/02/2018 12:00:00 AM,Region 3,Region Contracts,3755 - R3 Contract Specialist,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2931633,07/31/2018 12:00:00 AM,Complex,Purchasing Coordinator,8116 - Procurement,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5303610,07/03/2018 12:00:00 AM,Complex,Senior Leader's Assistant,8290 - Prog Dev Admin,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5351481,07/02/2018 12:00:00 AM,Region 3,Transportation Technician II,3435 - Roosevelt,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2789397,07/20/2018 12:00:00 AM,Complex,Executive Director,8111 - Support Services,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3099546,07/02/2018 12:00:00 AM,Region 2,Transportation Technician III,2437 - Kamas,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4629960,07/05/2018 12:00:00 AM,Region 1,Lead Electronic Technical Specialist,1446 - Signal Maintenance,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3142098,07/03/2018 12:00:00 AM,Complex,Design Technician III,8272 - Bituminous Materials,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4143204,08/16/2018 12:00:00 AM,Complex,Journey Auto Worker,8753 - Central H - D Shop,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3655638,08/01/2018 12:00:00 AM,Complex,Research Consultant II,8293 - Programng/Public Transit,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3128841,07/11/2018 12:00:00 AM,Complex,Engineering Manager III - Admin.Udot,8371 - Traffic Safety Admin,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5099544,07/05/2018 12:00:00 AM,Complex,Port Of Entry Supervisor,8147 - POE Monticello,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4978449,07/09/2018 12:00:00 AM,Region 1,Transportation Technician III,1411 - Region 1 Maint Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4529358,07/30/2018 12:00:00 AM,Region 4,Transportation Technician II,4451 - Blanding,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5734854,07/02/2018 12:00:00 AM,Complex,Leadership Trainer/Rotational Engineer Program Man,8115 - Learning & Development,0,1,1,1,0.375,Successful,Successful,Successful,Not Assigned
3925503,07/19/2018 12:00:00 AM,Complex,Auditor II,8132 - Internal Audit,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3677724,07/02/2018 12:00:00 AM,Region 1,Project Manager,1250 - Project Manager,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4004991,08/01/2018 12:00:00 AM,Complex,Land & Building Project Manager,8307 - Maintenance Planning,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5758884,07/03/2018 12:00:00 AM,Complex,Journey Auto Worker,8742 - Richfield Shops,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3303342,07/20/2018 12:00:00 AM,Complex,Program Specialist II,8293 - Programng/Public Transit,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3093957,07/10/2018 12:00:00 AM,Region 4,Station Supervisor,4464 - Richfield,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3754215,07/02/2018 12:00:00 AM,Region 3,Construction Technician IV (Office),3752 - R3 North Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5051619,08/09/2018 12:00:00 AM,Region 1,Transportation Technician III,1443 - Paint & Signs,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3944889,07/02/2018 12:00:00 AM,Region 4,Station Supervisor,4471 - Long Valley Jct,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5165451,07/02/2018 12:00:00 AM,Region 4,Project Support Technician,4250 - Project Manager,1,0,0,1,0.25,Successful,Not Assigned,Not Assigned,Successful
3139830,07/02/2018 12:00:00 AM,Region 2,Transportation Technician II,2437 - Kamas,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3303666,07/03/2018 12:00:00 AM,Region 4,Transportation Technician II,4478 - Parowan,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3200661,07/06/2018 12:00:00 AM,Complex,Port Of Entry Supervisor,8146 - POE Daniels,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5012874,07/03/2018 12:00:00 AM,Complex,Freeway Lighting Maintenance & Repair Crew Supervisor,8382 - tmd system maintenance,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3110751,07/02/2018 12:00:00 AM,Complex,Construction Management/General Contractor Administrator,8116 - Procurement,0,0,1,1,0.25,Successful,Not Assigned,Successful,Not Assigned
3231549,07/03/2018 12:00:00 AM,Region 3,Construction Materials Lab Technician,3751 - R3 East Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4999212,07/17/2018 12:00:00 AM,Region 2,Transportation Technician III,2434 - Parleys,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3276369,07/02/2018 12:00:00 AM,Complex,Project Management Specialist,8405 - SW Alternative Delivery Projects,1,0,0,1,0.25,Successful,Not Assigned,Not Assigned,Successful
3754107,07/09/2018 12:00:00 AM,Region 3,District Permits Officer II,3150 - R3 Traffic & Permits,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5420979,07/25/2018 12:00:00 AM,Region 4,Transportation Technician I,4473 - Purgatory,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4989816,07/02/2018 12:00:00 AM,Region 4,Transportation Technician III - Inspection,4470 - Escalante,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4498362,08/01/2018 12:00:00 AM,Region 2,Transportation Technician III,2421 - Wendover,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5314248,08/26/2018 12:00:00 AM,Region 3,Transportation Technician II,3443 - Paint Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5278284,08/01/2018 12:00:00 AM,Region 4,Transportation Technician III,4482 - Meadow,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5739525,07/03/2018 12:00:00 AM,Region 2,District Permits Officer I,2159 - Permits / Encro,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3930984,07/03/2018 12:00:00 AM,Region 1,Station Supervisor,1431 - Snowville,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5037120,07/30/2018 12:00:00 AM,Region 3,Transportation Technician III,3426 - Spanish Fork,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4748760,07/16/2018 12:00:00 AM,Complex,Port Of Entry Inspector,8146 - POE Daniels,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5351724,07/15/2018 12:00:00 AM,Region 3,Transportation Technician II,3445 - Strawberry Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3537999,08/30/2018 12:00:00 AM,Complex,Project Director (Statewide),8405 - SW Alternative Delivery Projects,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
2907819,06/29/2018 12:00:00 AM,Region 2,Engineering Tech IV - Lead Level Inspection,2758 - R2 Crew 8,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4448331,07/09/2018 12:00:00 AM,Complex,Materials Engineering Assistant,8273 - Concrete/Aggregate Materials,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4063689,07/05/2018 12:00:00 AM,Complex,Motor Carrier Investigator,8160 - Motor Carriers,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5365683,07/02/2018 12:00:00 AM,Region 2,Transportation Technician III,2444 - Sign & Guardrail Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2929284,07/10/2018 12:00:00 AM,Region 1,Materials Engineering Assistant,1266 - R1 Materials Lab Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4768632,07/09/2018 12:00:00 AM,Region 4,Transportation Technician III,4484 - Scipio,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4034124,07/19/2018 12:00:00 AM,Complex,Gis Program Manager,8213 - data and analytics,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3644352,07/16/2018 12:00:00 AM,Complex,Port Of Entry Inspector,8145 - POE St George,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3283119,07/15/2018 12:00:00 AM,Region 3,Station Supervisor,3422 - Nephi,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3300480,07/03/2018 12:00:00 AM,Complex,Research Consultant II,8374 - Signal & Lighting Design,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3769362,07/11/2018 12:00:00 AM,Region 1,Transportation Technician III,1435 - Wellsville,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5220936,07/03/2018 12:00:00 AM,Complex,Right Of Way Agent III,8223 - ROW Team 2,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4699026,07/10/2018 12:00:00 AM,Region 1,Transportation Technician III,1424 - Clearfield,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5145957,08/02/2018 12:00:00 AM,Complex,Electronic Technical Specialist II,8382 - tmd system maintenance,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5396517,07/16/2018 12:00:00 AM,Region 1,Transportation Technician II,1425 - Huntsville,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3177657,07/03/2018 12:00:00 AM,Region 2,Transportation Technician III,2759 - R2 Crew 9,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4273560,07/30/2018 12:00:00 AM,Complex,Landscape Architect,8217 - Environmental,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5431320,08/01/2018 12:00:00 AM,Region 4,Transportation Technician III,4487 - C Sign/Paint Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5588271,07/16/2018 12:00:00 AM,Region 1,Transportation Technician II,1421 - Clinton,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3526443,07/03/2018 12:00:00 AM,Region 2,Transportation Technician II (Job Series Tt3),2424 - Salt Lake City West,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5627259,07/01/2018 12:00:00 AM,Region 2,Transportation Technician II,2427 - Draper,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4704885,08/07/2018 12:00:00 AM,Region 4,Administrative Secretary,4150 - Cedar City Dist Admin,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4002048,07/03/2018 12:00:00 AM,Complex,Senior Research Analyst,8292 - Planning Statistics/Data,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5503815,06/29/2018 12:00:00 AM,Region 1,Transportation Technician II,1436 - Logan,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5442282,08/15/2018 12:00:00 AM,Region 2,Transportation Technician III,2444 - Sign & Guardrail Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2918268,07/03/2018 12:00:00 AM,Region 4,Maintenance Area Supervisor,4411 - Maintenance Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4879602,07/25/2018 12:00:00 AM,Region 1,Transportation Technician II,1423 - Brigham City,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4859946,07/10/2018 12:00:00 AM,Region 4,Transportation Technician II,4462 - Gunnison,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3918402,08/13/2018 12:00:00 AM,Region 3,Financial Analyst II,3100 - R3 Administration,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4709610,07/02/2018 12:00:00 AM,Complex,Deputy Director,8221 - ROW Administration,0,1,1,1,0.375,Successful,Successful,Successful,Not Assigned
2918214,07/17/2018 12:00:00 AM,Complex,Support Services Coord III,8130 - Comptroller,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3586437,07/10/2018 12:00:00 AM,Region 4,Engineering Tech IV - Lead Level Inspection,4764 - R4 Crew 4,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3866940,07/12/2018 12:00:00 AM,Region 2,Station Supervisor,2425 - Salt Lake City East,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5423085,08/01/2018 12:00:00 AM,Region 3,Transportation Technician II,3423 - Lehi,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5429106,07/10/2018 12:00:00 AM,Region 3,Transportation Technician II,3426 - Spanish Fork,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4452894,07/05/2018 12:00:00 AM,Complex,Lead Auto Mechanic,8711 - Region 1 Shops,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5322942,07/02/2018 12:00:00 AM,Complex,Structural Design Lead,8261 - Structures Administration,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4371057,07/12/2018 12:00:00 AM,Region 4,Transportation Technician III - Inspection,4468 - Junction,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3127545,07/02/2018 12:00:00 AM,Region 1,Maintenance Area Supervisor,1411 - Region 1 Maint Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3785724,07/10/2018 12:00:00 AM,Complex,Materials Engineering Assistant,8274 - Materials Training/Qualification,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5384097,07/03/2018 12:00:00 AM,Region 2,Construction Technician IV (Office),2753 - R2 Crew 3,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5593887,07/06/2018 12:00:00 AM,Region 1,Transportation Technician I,1433 - Riverside,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3679938,07/12/2018 12:00:00 AM,Region 2,Transportation Technician I,2425 - Salt Lake City East,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4844556,08/08/2018 12:00:00 AM,Region 1,Transportation Technician II,1448 - Sardine/Laydown Crew,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4608576,07/02/2018 12:00:00 AM,Complex,Engineering Manager I,8263 - Structures Bridge Management,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5507271,07/06/2018 12:00:00 AM,Complex,Senior Leader's Assistant,8212 - Pd Support Services,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3865671,07/03/2018 12:00:00 AM,Complex,Program Specialist II,8204 - Civil Rights,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3527847,07/10/2018 12:00:00 AM,Region 2,Maintenance Area Supervisor,2411 - Region 2 Maint Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5229630,07/18/2018 12:00:00 AM,Region 3,Transportation Technician II,3437 - Vernal,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4937544,07/11/2018 12:00:00 AM,Region 2,Station Supervisor,2431 - West Jordan,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4961385,07/23/2018 12:00:00 AM,Region 3,Project Manager,3250 - R3 Project Management,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3307635,07/19/2018 12:00:00 AM,Region 4,Transportation Technician III,4480 - Milford,1,1,1,1,0.5,Successful,Successful,Successful,Successful
4481892,07/02/2018 12:00:00 AM,Region 4,Construction Materials Lab Technician,4761 - R4 Crew 1,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2776059,07/25/2018 12:00:00 AM,Complex,Research Consultant II,8217 - Environmental,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3109617,07/26/2018 12:00:00 AM,Complex,Motor Carrier Specialist III,8141 - POE Headquarters,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5200578,07/11/2018 12:00:00 AM,Region 2,Materials Engineering Assistant,2266 - R2 Materials Lab Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5550417,07/27/2018 12:00:00 AM,Complex,Incident Management Specialist,8391 - imt administration,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5212782,07/30/2018 12:00:00 AM,Region 2,Transportation Technician III - Materials,2266 - R2 Materials Lab Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2883222,07/02/2018 12:00:00 AM,Complex,Udot Maintenance Trainer And Roadside Vegetation M,8115 - Learning & Development,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5011308,07/02/2018 12:00:00 AM,Region 4,Station Supervisor,4462 - Gunnison,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5719167,08/02/2018 12:00:00 AM,Complex,Financial Analyst II,8130 - Comptroller,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
4996350,07/16/2018 12:00:00 AM,Complex,Journey Auto Worker,8742 - Richfield Shops,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
3098358,07/02/2018 12:00:00 AM,Region 4,Station Supervisor,4470 - Escalante,1,1,1,1,0.5,Successful,Successful,Successful,Successful
2904795,08/13/2018 12:00:00 AM,Complex,Equipment Shop Supervisor,8753 - Central H - D Shop,0,0,1,1,0.25,Successful,Not Assigned,Successful,Not Assigned
5386770,07/23/2018 12:00:00 AM,Region 1,Transportation Technician III,1427 - Centerville,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5444793,07/03/2018 12:00:00 AM,Region 3,Transportation Technician II,3423 - Lehi,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3077757,07/09/2018 12:00:00 AM,Region 4,Region Trainer,4411 - Maintenance Admin,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5259465,07/06/2018 12:00:00 AM,Region 2,Blue Stakes Coordinator,2159 - Permits / Encro,0,0,0,1,0.125,Successful,Not Assigned,Not Assigned,Not Assigned
5517666,07/10/2018 12:00:00 AM,Region 4,Survey Technician IV,4211 - R4 Surveyors,1,1,1,1,0.5,Successful,Successful,Successful,Successful
5783535,08/06/2018 12:00:00 AM,Region 2,Transportation Technician I,2423 - Tooele,1,1,1,1,0.5,Successful,Successful,Successful,Successful
3206979,08/09/2018 12:00:00 AM,Region 3,Transportation Technician III,3426 - Spanish Fork,1,1,1,1,0.5,Successful,Successful,Successful,Successful
